@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute Defective {Y,N}

@data
18.0,18.0,15.0,27.0,16.0,1.0,1.0,1.0,0.0,0.0,28.6,47.67,0.45,238.0,0.02,1363.25,1.0,8.0,99.0,26.0,N
18.0,18.0,14.0,27.0,16.0,1.0,1.0,1.0,0.0,0.0,28.6,47.67,0.45,238.0,0.02,1363.25,1.0,8.0,99.0,26.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,9.0,13.0,4.0,16.0,3.0,0.0,1.0,0.0,0.0,29.26,19.96,0.19,109.0,0.05,583.97,0.0,8.0,51.0,18.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,9.0,13.0,4.0,16.0,3.0,0.0,1.0,0.0,0.0,29.26,19.96,0.19,109.0,0.05,583.97,0.0,8.0,51.0,18.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
8.0,11.0,14.0,4.0,20.0,3.0,0.0,1.0,0.0,0.0,26.76,22.02,0.2,110.0,0.05,589.33,0.0,10.0,51.0,19.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.08,5.5,0.04,29.0,0.18,110.41,1.0,0.0,11.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.83,2.0,0.01,7.0,0.5,19.65,1.0,0.0,3.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.44,3.5,0.01,11.0,0.29,36.54,1.0,0.0,3.0,7.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.76,10.0,0.03,23.0,0.1,87.57,0.0,2.0,8.0,10.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
2.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.32,8.17,0.02,18.0,0.12,59.79,0.0,2.0,7.0,7.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,Y
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,Y
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
7.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,46.18,8.5,0.13,80.0,0.12,392.55,1.0,0.0,34.0,10.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
3.0,5.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,13.67,11.43,0.05,40.0,0.09,156.28,0.0,4.0,20.0,8.0,N
