@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NODE_COUNT numeric
@attribute Defective {Y,N}

@data
0.5,9.0,22.9,10.0,0.0,0.0,5.0,63.0,173.77,18.0,N
0.13,3.0,35.9,15.0,0.0,2.0,2.0,70.0,178.95,12.0,N
0.19,29.0,40.31,80.0,0.93,18.0,15.0,430.0,8516.8,45.0,N
0.17,3.0,10.7,11.0,0.0,0.0,2.0,29.0,48.17,6.0,N
0.14,1.0,22.72,7.0,0.0,0.0,1.0,42.0,72.06,3.0,N
0.23,13.0,23.94,27.0,0.0,12.0,7.0,198.0,2147.05,22.0,N
0.13,3.0,15.71,15.0,0.0,2.0,2.0,73.0,327.66,9.0,N
0.09,3.0,27.56,21.0,0.0,2.0,2.0,139.0,937.83,6.0,N
0.3,15.0,18.12,30.0,0.0,10.0,9.0,132.0,1359.46,25.0,N
0.09,1.0,21.27,11.0,0.0,0.0,1.0,51.0,118.15,3.0,N
0.29,3.0,12.05,7.0,0.0,2.0,2.0,40.0,94.8,7.0,N
0.03,7.0,29.47,28.0,0.0,6.0,1.0,142.0,1031.75,19.0,N
0.45,17.0,24.69,18.0,1.0,0.0,9.0,110.0,557.03,30.0,N
0.27,7.0,21.38,14.0,0.0,6.0,4.0,47.0,107.21,12.0,N
0.25,3.0,14.86,8.0,0.0,0.0,2.0,32.0,76.11,7.0,N
0.5,1.0,8.0,2.0,0.0,0.0,1.0,8.0,4.0,2.0,N
0.15,7.0,18.2,23.0,0.0,6.0,4.0,130.0,1378.85,18.0,Y
0.1,1.0,44.27,10.0,0.0,0.0,1.0,49.0,52.39,6.0,N
0.15,28.0,72.82,110.0,0.22,8.0,19.0,421.0,5726.59,52.0,N
0.27,17.0,44.48,33.0,0.0,14.0,9.0,155.0,925.76,36.0,N
0.24,7.0,15.86,17.0,0.0,6.0,4.0,77.0,374.79,12.0,N
0.47,13.0,21.28,15.0,0.0,0.0,7.0,96.0,449.48,26.0,N
0.33,3.0,13.31,6.0,0.0,2.0,2.0,23.0,33.7,6.0,N
0.26,17.0,23.31,35.0,0.0,10.0,10.0,131.0,1173.84,24.0,N
0.3,5.0,16.55,8.0,1.0,2.0,3.0,37.0,94.02,7.0,N
0.36,7.0,22.04,11.0,1.0,4.0,4.0,68.0,257.48,9.0,N
0.67,7.0,8.02,6.0,1.0,0.0,4.0,35.0,147.57,12.0,N
0.25,1.0,15.74,4.0,0.0,0.0,1.0,22.0,28.55,3.0,N
0.26,17.0,23.31,35.0,0.0,10.0,10.0,131.0,1173.84,24.0,N
0.1,7.0,90.42,31.0,0.0,6.0,4.0,392.0,2709.88,40.0,Y
0.46,11.0,27.56,13.0,0.0,10.0,6.0,89.0,317.51,22.0,N
0.5,5.0,18.13,6.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.2,15.0,40.58,32.0,0.0,6.0,8.0,184.0,1430.02,21.0,N
0.19,9.0,28.01,25.0,0.0,8.0,5.0,93.0,443.93,18.0,Y
0.18,3.0,6.45,11.0,0.0,2.0,2.0,33.0,143.25,6.0,N
0.07,1.0,41.04,14.0,0.0,0.0,1.0,62.0,93.89,11.0,N
0.22,9.0,27.16,18.0,0.0,8.0,5.0,90.0,435.99,16.0,N
0.33,3.0,8.86,6.0,0.0,2.0,2.0,16.0,17.72,6.0,N
0.5,1.0,9.06,2.0,0.0,0.0,1.0,10.0,6.16,2.0,N
0.26,19.0,64.06,37.0,0.78,12.0,10.0,331.0,3287.96,37.0,N
0.17,31.0,52.69,89.0,0.2,28.0,16.0,572.0,13300.92,57.0,N
0.26,75.0,57.76,143.0,0.84,42.0,38.0,542.0,10756.85,90.0,N
0.2,1.0,10.79,5.0,0.0,0.0,1.0,21.0,31.08,4.0,N
0.14,11.0,51.72,37.0,0.0,10.0,6.0,172.0,900.12,20.0,Y
0.02,9.0,68.44,48.0,0.0,8.0,1.0,268.0,1912.93,31.0,N
0.2,1.0,9.88,5.0,0.0,0.0,1.0,20.0,26.91,4.0,N
0.07,1.0,41.04,14.0,0.0,0.0,1.0,62.0,93.89,11.0,N
0.06,1.0,17.75,16.0,0.0,0.0,1.0,97.0,512.02,3.0,N
0.15,5.0,16.81,19.0,0.0,4.0,3.0,118.0,702.5,12.0,N
0.25,3.0,20.15,8.0,0.0,2.0,2.0,29.0,40.31,6.0,N
0.08,1.0,49.84,12.0,0.0,0.0,1.0,48.0,55.38,12.0,N
0.5,9.0,17.51,10.0,0.0,0.0,5.0,62.0,195.19,18.0,N
0.06,5.0,104.59,51.0,0.0,4.0,3.0,545.0,6515.33,12.0,Y
0.5,9.0,18.06,8.0,1.0,2.0,5.0,38.0,80.15,8.0,Y
0.51,143.0,104.26,139.0,0.19,0.0,73.0,1052.0,30650.65,286.0,N
0.29,3.0,14.1,7.0,0.0,2.0,2.0,20.0,22.84,6.0,N
0.2,1.0,12.18,5.0,0.0,0.0,1.0,11.0,6.09,3.0,N
0.22,3.0,13.67,9.0,0.0,2.0,2.0,28.0,48.62,6.0,N
0.23,48.0,74.42,115.0,0.46,0.0,27.0,482.0,6559.03,68.0,N
0.17,3.0,13.83,9.0,0.0,2.0,2.0,27.0,37.64,6.0,Y
0.14,5.0,30.36,22.0,1.0,2.0,3.0,83.0,285.03,8.0,N
0.33,9.0,30.32,15.0,0.0,0.0,5.0,67.0,216.38,18.0,N
0.5,1.0,17.43,2.0,0.0,0.0,1.0,11.0,3.87,4.0,N
0.12,5.0,18.24,24.0,1.0,2.0,3.0,116.0,947.3,11.0,Y
0.11,9.0,34.26,30.0,0.0,8.0,5.0,175.0,1387.42,23.0,Y
0.24,9.0,18.04,16.0,0.5,6.0,5.0,83.0,479.62,17.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.21,11.0,37.83,28.0,0.0,10.0,6.0,88.0,284.33,21.0,N
0.03,5.0,63.11,30.0,0.0,4.0,1.0,203.0,1013.33,23.0,N
0.23,13.0,32.56,27.0,0.5,12.0,7.0,96.0,407.0,25.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.33,1.0,11.58,3.0,0.0,0.0,1.0,11.0,4.57,2.0,N
0.22,10.0,21.63,26.0,0.0,4.0,6.0,117.0,925.19,15.0,N
0.67,11.0,9.17,9.0,0.4,0.0,6.0,55.0,318.54,19.0,N
0.14,1.0,9.38,7.0,0.0,0.0,1.0,47.0,156.57,3.0,N
0.33,5.0,15.35,9.0,0.0,0.0,3.0,43.0,97.02,10.0,N
0.27,33.0,34.37,55.0,0.5,26.0,17.0,409.0,8786.22,54.0,N
0.5,5.0,19.38,6.0,1.0,0.0,3.0,24.0,27.59,7.0,N
0.1,3.0,22.1,21.0,0.0,2.0,2.0,95.0,451.1,7.0,N
0.5,1.0,8.0,2.0,0.0,0.0,1.0,8.0,4.0,2.0,N
0.09,5.0,32.42,31.0,0.0,4.0,3.0,145.0,832.61,12.0,N
0.2,3.0,11.2,9.0,0.0,2.0,2.0,25.0,39.83,5.0,Y
0.15,5.0,37.98,19.0,0.0,4.0,3.0,78.0,218.44,18.0,N
0.17,3.0,25.6,11.0,0.0,2.0,2.0,37.0,60.8,6.0,N
0.4,7.0,8.7,10.0,0.0,0.0,4.0,46.0,225.63,14.0,N
0.33,1.0,9.0,2.0,0.0,0.0,1.0,9.0,4.5,2.0,Y
0.22,3.0,7.33,9.0,0.0,0.0,2.0,30.0,104.18,5.0,N
0.27,7.0,15.91,13.0,0.0,4.0,4.0,48.0,164.66,9.0,N
0.21,19.0,47.86,41.0,0.0,18.0,10.0,169.0,963.95,32.0,N
0.17,3.0,15.49,12.0,0.0,2.0,2.0,76.0,435.57,8.0,N
0.11,3.0,41.39,19.0,0.0,2.0,2.0,80.0,218.59,13.0,N
0.22,3.0,7.45,5.0,0.0,2.0,2.0,61.0,402.13,7.0,N
0.4,3.0,10.68,5.0,0.0,2.0,2.0,15.0,12.92,6.0,N
0.12,9.0,30.9,36.0,0.0,8.0,5.0,224.0,2623.17,21.0,Y
0.18,5.0,33.91,17.0,0.0,2.0,3.0,63.0,129.32,12.0,N
0.05,1.0,10.42,19.0,0.0,0.0,1.0,167.0,1172.07,2.0,N
0.08,5.0,76.14,34.0,0.0,4.0,3.0,193.0,810.08,12.0,N
0.18,3.0,25.93,11.0,0.0,2.0,2.0,36.0,51.86,9.0,N
0.28,9.0,17.34,18.0,0.0,0.0,5.0,76.0,388.93,19.0,N
0.6,11.0,9.15,10.0,0.8,0.0,6.0,43.0,187.48,15.0,N
0.17,11.0,24.08,36.0,0.0,10.0,6.0,92.0,513.67,17.0,N
0.18,7.0,16.19,19.0,0.0,6.0,4.0,101.0,773.26,13.0,N
0.01,1.0,1028.47,107.0,0.0,0.0,1.0,1364.0,6185.9,108.0,N
0.29,3.0,16.92,7.0,0.0,0.0,2.0,20.0,19.04,6.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.3,5.0,22.52,10.0,0.0,0.0,3.0,50.0,118.96,10.0,N
0.16,11.0,34.2,35.0,0.0,10.0,6.0,201.0,1669.99,20.0,Y
0.21,9.0,15.44,23.0,0.75,4.0,5.0,103.0,759.16,12.0,N
0.25,11.0,27.33,23.0,1.0,0.0,6.0,84.0,338.55,15.0,N
0.22,5.0,24.09,16.0,0.0,0.0,4.0,62.0,217.57,8.0,N
0.5,9.0,12.2,10.0,0.5,6.0,5.0,50.0,219.62,12.0,N
0.4,7.0,18.8,10.0,0.67,0.0,4.0,44.0,126.39,14.0,N
0.31,9.0,9.46,13.0,0.0,8.0,5.0,70.0,518.99,13.0,N
0.43,5.0,19.33,7.0,0.0,0.0,3.0,39.0,78.89,10.0,N
0.25,1.0,10.63,4.0,0.0,0.0,1.0,12.0,8.3,3.0,N
0.2,3.0,16.64,9.0,0.0,2.0,2.0,35.0,73.82,7.0,Y
0.14,9.0,30.18,30.0,0.0,8.0,5.0,169.0,1314.44,21.0,N
0.33,3.0,18.96,6.0,0.0,2.0,2.0,32.0,61.41,5.0,N
0.5,11.0,17.88,12.0,1.0,8.0,6.0,70.0,336.34,18.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.5,7.0,13.09,8.0,0.67,0.0,4.0,45.0,175.92,11.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,N
0.07,3.0,38.14,20.0,0.0,2.0,2.0,282.0,3144.02,24.0,Y
0.15,11.0,28.15,35.0,0.0,10.0,6.0,147.0,1139.97,21.0,Y
0.25,1.0,14.99,4.0,0.0,0.0,1.0,13.0,7.5,3.0,N
0.32,17.0,23.15,28.0,0.0,0.0,10.0,138.0,1100.37,30.0,N
0.45,9.0,9.46,11.0,1.0,0.0,5.0,38.0,122.98,15.0,N
0.12,15.0,25.26,63.0,0.43,14.0,8.0,241.0,3714.35,30.0,N
0.14,5.0,20.79,22.0,0.0,4.0,3.0,179.0,1702.91,20.0,N
0.6,5.0,13.11,5.0,1.0,0.0,3.0,17.0,16.78,6.0,N
0.5,9.0,14.25,10.0,0.0,0.0,5.0,62.0,228.77,18.0,N
0.5,5.0,11.62,6.0,0.0,0.0,3.0,29.0,61.37,9.0,N
0.23,37.0,38.0,75.0,0.94,24.0,19.0,267.0,3451.74,46.0,N
0.15,3.0,18.36,10.0,0.0,2.0,2.0,42.0,106.13,7.0,N
0.21,7.0,11.75,19.0,0.0,4.0,4.0,53.0,248.15,11.0,N
0.33,1.0,10.8,3.0,0.0,0.0,1.0,9.0,3.75,3.0,N
0.25,5.0,19.34,12.0,0.0,2.0,3.0,48.0,146.24,10.0,N
0.01,23.0,41.9,94.0,0.0,16.0,1.0,277.0,3606.6,46.0,N
0.24,9.0,25.86,20.0,0.5,6.0,5.0,103.0,559.42,17.0,N
0.15,7.0,21.41,25.0,0.0,0.0,4.0,96.0,475.67,15.0,N
0.18,3.0,14.74,11.0,0.0,2.0,2.0,43.0,111.48,6.0,N
0.26,13.0,18.44,18.0,1.0,6.0,7.0,96.0,518.63,20.0,Y
0.44,7.0,7.21,5.0,0.0,4.0,4.0,36.0,166.77,9.0,N
0.29,3.0,12.44,5.0,0.0,2.0,2.0,28.0,56.0,6.0,N
0.3,19.0,49.68,43.0,0.17,0.0,13.0,175.0,1185.24,40.0,N
0.33,1.0,11.0,3.0,0.0,0.0,1.0,11.0,5.5,2.0,N
0.17,5.0,15.99,17.0,1.0,2.0,3.0,44.0,137.61,7.0,N
0.2,3.0,28.04,10.0,0.0,0.0,2.0,48.0,82.38,7.0,N
0.17,1.0,24.59,6.0,0.0,0.0,1.0,27.0,22.55,6.0,N
0.36,20.0,34.83,36.0,0.92,0.0,13.0,129.0,698.44,29.0,N
0.41,108.0,65.73,129.0,0.75,0.0,56.0,842.0,26101.66,187.0,N
0.5,5.0,17.34,6.0,0.0,4.0,3.0,35.0,65.57,10.0,N
0.19,9.0,24.91,23.0,0.5,6.0,5.0,90.0,475.21,18.0,N
0.29,3.0,11.46,7.0,0.0,2.0,2.0,22.0,35.81,6.0,N
0.19,5.0,35.26,16.0,0.0,4.0,3.0,61.0,116.58,12.0,N
0.15,7.0,27.52,34.0,0.0,2.0,5.0,95.0,463.56,11.0,N
0.06,5.0,79.97,50.0,1.0,2.0,3.0,267.0,1769.4,13.0,N
0.15,15.0,29.04,46.0,0.0,12.0,8.0,220.0,2792.89,29.0,N
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,N
0.15,7.0,23.42,26.0,0.0,6.0,4.0,101.0,626.23,14.0,N
0.23,29.0,33.22,63.0,0.5,22.0,15.0,402.0,7859.26,51.0,N
0.15,3.0,35.04,13.0,0.0,2.0,2.0,33.0,28.85,11.0,Y
0.5,3.0,10.75,4.0,0.0,2.0,2.0,12.0,9.56,5.0,N
0.05,1.0,40.08,19.0,0.0,0.0,1.0,118.0,405.77,3.0,N
0.27,39.0,24.73,63.0,0.89,22.0,20.0,596.0,22902.56,52.0,N
0.36,7.0,14.12,11.0,0.0,0.0,4.0,49.0,176.48,13.0,N
0.19,5.0,32.92,15.0,0.0,4.0,3.0,70.0,210.39,13.0,N
0.35,13.0,32.91,20.0,0.0,0.0,7.0,137.0,872.66,27.0,N
0.38,5.0,8.65,8.0,1.0,0.0,3.0,33.0,116.9,9.0,N
0.29,3.0,12.33,7.0,0.0,2.0,2.0,24.0,35.52,6.0,N
0.13,6.0,29.51,29.0,0.0,2.0,4.0,87.0,368.84,13.0,Y
0.15,11.0,39.1,31.0,0.0,10.0,6.0,121.0,556.05,25.0,Y
0.3,5.0,10.13,10.0,0.0,0.0,3.0,34.0,110.27,8.0,N
0.16,31.0,50.7,95.0,0.47,24.0,16.0,334.0,4010.59,45.0,N
0.13,9.0,16.9,32.0,0.0,8.0,5.0,152.0,1863.58,15.0,Y
0.09,3.0,102.56,7.0,0.0,2.0,2.0,202.0,689.43,7.0,Y
0.09,5.0,51.95,30.0,0.0,4.0,3.0,323.0,2738.13,30.0,Y
0.42,9.0,17.51,12.0,0.0,0.0,5.0,62.0,195.19,18.0,N
0.58,13.0,14.49,12.0,0.5,0.0,7.0,83.0,623.15,24.0,N
0.25,1.0,23.44,4.0,0.0,0.0,1.0,24.0,20.84,2.0,N
0.25,3.0,16.23,8.0,0.0,2.0,2.0,19.0,18.85,6.0,N
0.1,1.0,29.93,10.0,0.0,0.0,1.0,58.0,131.26,4.0,N
0.14,1.0,18.28,7.0,0.0,0.0,1.0,24.0,25.38,3.0,N
0.64,13.0,7.1,11.0,0.83,0.0,7.0,48.0,301.11,20.0,N
0.43,23.0,23.38,28.0,0.82,0.0,12.0,159.0,1194.88,44.0,N
0.17,37.0,41.46,86.0,0.56,32.0,19.0,407.0,7868.64,63.0,N
0.25,1.0,15.03,4.0,0.0,0.0,1.0,26.0,34.21,4.0,N
0.4,3.0,14.4,5.0,0.0,2.0,2.0,13.0,7.2,6.0,N
0.22,24.0,39.65,63.0,0.0,0.0,16.0,454.0,10995.1,35.0,N
0.5,7.0,20.0,8.0,0.0,0.0,4.0,49.0,115.95,14.0,N
0.5,1.0,5.33,2.0,0.0,0.0,1.0,4.0,0.67,3.0,N
0.13,5.0,22.16,5.0,0.0,4.0,3.0,67.0,254.42,11.0,N
0.29,3.0,13.2,7.0,0.0,2.0,2.0,22.0,32.59,7.0,N
0.3,5.0,12.94,10.0,1.0,2.0,3.0,33.0,93.0,7.0,N
0.5,1.0,7.75,2.0,0.0,0.0,1.0,6.0,1.72,2.0,N
0.1,13.0,35.15,27.0,0.67,10.0,7.0,257.0,3184.9,25.0,Y
0.1,1.0,14.99,10.0,0.0,0.0,1.0,21.0,23.69,3.0,N
0.11,6.0,26.83,35.0,0.0,0.0,4.0,117.0,802.91,13.0,N
0.36,7.0,10.18,11.0,0.0,6.0,4.0,43.0,154.0,11.0,N
0.15,3.0,18.1,12.0,0.0,2.0,2.0,41.0,93.13,5.0,Y
1.0,1.0,5.8,0.0,0.0,0.0,1.0,5.0,1.29,2.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.11,3.0,35.49,19.0,0.0,2.0,2.0,68.0,180.94,14.0,N
0.5,7.0,17.15,8.0,0.0,0.0,4.0,50.0,135.3,14.0,N
0.5,1.0,16.92,2.0,0.0,0.0,1.0,16.0,11.51,3.0,N
0.11,3.0,14.66,19.0,0.0,2.0,2.0,186.0,1685.53,7.0,N
0.19,5.0,16.6,15.0,0.0,4.0,3.0,43.0,119.36,9.0,Y
0.31,7.0,16.48,12.0,0.0,6.0,4.0,65.0,321.95,14.0,N
0.11,1.0,28.4,9.0,0.0,0.0,1.0,39.0,51.74,5.0,N
0.09,1.0,23.74,11.0,0.0,0.0,1.0,49.0,93.88,3.0,N
0.21,19.0,29.53,31.0,0.78,0.0,10.0,243.0,3679.22,32.0,N
0.24,11.0,18.05,23.0,0.0,10.0,6.0,150.0,1699.56,18.0,N
0.13,1.0,10.92,8.0,0.0,0.0,1.0,31.0,49.13,2.0,N
0.21,5.0,19.75,12.0,1.0,4.0,3.0,63.0,257.99,9.0,N
0.16,21.0,30.35,53.0,0.0,20.0,11.0,355.0,7196.33,50.0,Y
0.4,7.0,21.62,10.0,0.0,0.0,4.0,64.0,203.02,14.0,N
0.21,5.0,29.04,14.0,0.0,2.0,3.0,67.0,180.51,11.0,N
0.28,9.0,17.71,17.0,0.0,0.0,5.0,51.0,188.6,14.0,N
0.17,1.0,21.49,6.0,0.0,0.0,1.0,41.0,52.01,2.0,N
0.5,23.0,16.85,24.0,0.0,0.0,12.0,170.0,1592.41,46.0,N
0.17,1.0,19.41,6.0,0.0,0.0,1.0,33.0,56.25,5.0,N
0.5,5.0,18.13,6.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.3,5.0,14.55,10.0,1.0,0.0,3.0,33.0,82.66,9.0,N
0.35,13.0,33.18,18.0,1.0,4.0,7.0,74.0,233.3,17.0,N
0.19,5.0,24.04,15.0,0.0,4.0,3.0,52.0,144.43,11.0,Y
0.32,15.0,18.33,23.0,0.57,8.0,8.0,123.0,1166.68,18.0,N
0.33,7.0,10.98,10.0,0.0,4.0,4.0,60.0,351.39,9.0,N
0.04,5.0,74.79,55.0,0.0,4.0,3.0,483.0,6191.07,10.0,Y
0.2,1.0,13.96,2.0,0.0,0.0,1.0,22.0,27.92,4.0,N
0.36,15.0,26.2,18.0,0.0,6.0,8.0,94.0,493.03,16.0,Y
0.5,5.0,18.13,6.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.14,7.0,30.02,21.0,0.67,4.0,4.0,120.0,754.75,14.0,N
0.39,40.0,44.63,67.0,1.0,0.0,26.0,270.0,2920.16,56.0,N
0.5,9.0,22.9,10.0,0.0,0.0,5.0,63.0,173.77,18.0,N
0.16,5.0,18.18,19.0,0.0,4.0,3.0,82.0,431.98,12.0,N
0.5,1.0,5.8,2.0,0.0,0.0,1.0,5.0,1.29,2.0,N
0.17,1.0,8.31,6.0,0.0,0.0,1.0,16.0,24.82,2.0,N
