@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NODE_COUNT numeric
@attribute Defective {Y,N}

@data
0.26,11.0,23.89,23.0,1.0,10.0,6.0,116.0,849.17,19.0,N
0.17,49.0,129.08,142.0,0.75,48.0,25.0,751.0,11817.24,116.0,N
0.38,15.0,37.88,21.0,0.57,14.0,8.0,141.0,919.22,30.0,N
0.21,5.0,34.4,14.0,0.0,4.0,3.0,69.0,185.13,13.0,N
0.18,12.0,60.7,40.0,0.0,8.0,7.0,330.0,3667.62,20.0,N
0.15,13.0,67.47,40.0,0.0,12.0,7.0,149.0,653.12,32.0,Y
0.26,71.0,79.48,99.0,0.0,70.0,36.0,1056.0,35567.99,147.0,N
0.43,5.0,11.62,7.0,0.0,4.0,3.0,29.0,61.37,9.0,N
0.5,7.0,20.34,7.0,0.0,6.0,4.0,40.0,81.64,11.0,N
0.13,12.0,52.7,48.0,0.0,6.0,8.0,198.0,1453.64,46.0,Y
0.3,27.0,68.52,46.0,0.62,10.0,14.0,238.0,1906.47,53.0,N
0.17,11.0,32.18,34.0,0.0,10.0,6.0,278.0,3620.57,19.0,N
0.27,9.0,27.21,22.0,0.0,4.0,6.0,101.0,628.21,14.0,N
0.29,9.0,28.03,17.0,1.0,4.0,5.0,61.0,181.01,11.0,N
0.25,5.0,19.66,12.0,1.0,2.0,3.0,36.0,66.08,7.0,N
0.31,9.0,39.65,13.0,0.0,8.0,5.0,90.0,325.74,13.0,Y
0.35,11.0,17.47,20.0,0.0,6.0,7.0,134.0,1501.93,19.0,N
0.5,9.0,13.72,9.0,0.0,8.0,5.0,66.0,416.37,20.0,N
0.35,11.0,14.61,17.0,0.0,10.0,6.0,71.0,381.12,18.0,N
0.18,5.0,20.73,17.0,0.0,4.0,3.0,40.0,87.73,10.0,N
0.14,7.0,27.15,26.0,0.0,6.0,4.0,108.0,551.64,15.0,N
0.21,7.0,35.9,19.0,0.0,6.0,4.0,91.0,337.11,12.0,N
0.13,12.0,43.19,52.0,0.0,8.0,7.0,154.0,1028.77,21.0,N
0.46,20.0,21.89,24.0,1.0,12.0,11.0,147.0,1653.85,33.0,N
0.36,9.0,27.69,14.0,0.5,6.0,5.0,56.0,157.28,16.0,N
0.29,3.0,16.82,7.0,0.0,2.0,2.0,33.0,64.9,6.0,N
0.56,17.0,10.13,16.0,1.0,14.0,9.0,73.0,597.76,24.0,N
0.33,13.0,41.3,21.0,0.0,12.0,7.0,139.0,783.84,27.0,N
0.11,3.0,27.79,18.0,0.0,2.0,2.0,71.0,247.32,12.0,Y
0.18,29.0,88.12,83.0,0.29,24.0,15.0,558.0,7889.94,50.0,N
0.18,21.0,87.87,61.0,0.7,20.0,11.0,359.0,2998.52,48.0,N
0.38,5.0,10.76,8.0,1.0,4.0,3.0,37.0,131.99,9.0,N
0.3,5.0,22.75,10.0,1.0,2.0,3.0,51.0,152.93,9.0,N
0.21,8.0,34.79,28.0,0.0,2.0,6.0,86.0,364.4,15.0,Y
0.44,13.0,19.37,16.0,1.0,4.0,7.0,97.0,520.73,16.0,N
0.17,9.0,35.76,42.0,0.0,2.0,7.0,156.0,1204.28,18.0,N
0.4,7.0,11.9,10.0,0.0,6.0,4.0,55.0,311.98,14.0,N
0.22,39.0,92.24,87.0,0.58,24.0,20.0,337.0,2910.9,48.0,N
0.5,11.0,11.97,12.0,1.0,8.0,6.0,61.0,415.72,18.0,N
0.24,39.0,52.36,80.0,0.74,30.0,20.0,325.0,4746.67,56.0,N
0.18,11.0,60.39,34.0,1.0,8.0,6.0,176.0,969.56,22.0,Y
0.36,7.0,24.61,11.0,0.67,4.0,4.0,62.0,220.77,12.0,N
0.29,22.0,52.55,70.0,0.0,2.0,20.0,213.0,1916.8,27.0,N
0.4,3.0,14.06,5.0,0.0,2.0,2.0,26.0,51.55,5.0,N
0.24,7.0,25.96,17.0,0.0,6.0,4.0,64.0,179.4,11.0,N
0.29,3.0,8.26,7.0,0.0,2.0,2.0,25.0,67.22,6.0,N
0.43,5.0,15.72,6.0,0.0,2.0,3.0,40.0,105.65,6.0,N
0.15,3.0,24.36,13.0,0.0,2.0,2.0,46.0,104.07,7.0,N
0.12,11.0,49.49,49.0,0.4,8.0,6.0,254.0,2646.07,34.0,N
0.13,3.0,60.96,16.0,0.0,2.0,2.0,185.0,918.35,15.0,N
0.16,19.0,61.6,60.0,0.44,16.0,10.0,392.0,5538.39,33.0,N
0.29,25.0,54.19,79.0,0.0,2.0,23.0,243.0,2525.64,30.0,N
0.2,3.0,18.85,9.0,0.0,2.0,2.0,41.0,82.76,6.0,N
0.32,13.0,34.83,22.0,0.5,12.0,7.0,111.0,482.38,27.0,N
0.25,11.0,29.2,24.0,0.6,8.0,6.0,111.0,616.8,18.0,N
0.3,12.0,34.52,25.0,0.43,2.0,8.0,105.0,541.31,14.0,N
0.4,3.0,10.75,5.0,0.0,2.0,2.0,18.0,21.51,6.0,N
0.17,3.0,23.5,12.0,0.0,2.0,2.0,23.0,20.89,6.0,N
0.14,3.0,25.22,14.0,0.0,2.0,2.0,50.0,118.78,9.0,N
0.2,5.0,26.52,15.0,1.0,2.0,3.0,59.0,194.88,9.0,N
0.5,5.0,19.25,6.0,1.0,2.0,3.0,30.0,45.17,8.0,N
0.6,5.0,13.11,5.0,1.0,2.0,3.0,17.0,16.78,6.0,N
0.21,19.0,31.42,31.0,0.78,16.0,10.0,246.0,3703.41,32.0,N
0.38,37.0,48.52,46.0,0.56,36.0,19.0,294.0,3536.07,71.0,N
0.4,3.0,16.21,5.0,0.0,2.0,2.0,19.0,15.89,5.0,N
0.21,5.0,33.52,14.0,0.0,4.0,3.0,47.0,76.96,8.0,N
0.25,7.0,21.01,16.0,0.0,6.0,4.0,59.0,212.73,17.0,N
0.22,3.0,19.93,8.0,0.0,2.0,2.0,18.0,9.97,8.0,N
0.18,3.0,22.15,11.0,0.0,2.0,2.0,34.0,50.41,8.0,N
0.18,5.0,29.64,17.0,0.0,4.0,3.0,73.0,262.76,9.0,N
0.2,19.0,69.97,50.0,0.44,14.0,10.0,351.0,4202.39,34.0,N
0.44,7.0,10.4,9.0,0.67,6.0,4.0,45.0,208.64,12.0,N
0.16,13.0,59.57,57.0,0.0,6.0,9.0,211.0,1649.83,31.0,N
0.13,3.0,40.13,14.0,0.0,2.0,2.0,100.0,326.71,5.0,N
0.21,5.0,28.81,14.0,0.0,4.0,3.0,39.0,63.24,10.0,N
0.29,35.0,50.27,62.0,0.65,32.0,18.0,319.0,4308.54,63.0,N
0.22,9.0,32.1,21.0,0.75,4.0,5.0,113.0,731.9,15.0,Y
0.25,5.0,31.09,11.0,0.0,4.0,3.0,75.0,264.48,8.0,N
0.33,15.0,15.29,24.0,0.29,8.0,8.0,136.0,1585.95,18.0,N
0.33,11.0,40.56,15.0,0.0,10.0,6.0,75.0,178.05,16.0,N
0.21,5.0,17.5,13.0,0.0,4.0,3.0,46.0,151.89,11.0,Y
0.09,3.0,49.53,22.0,0.0,2.0,2.0,88.0,249.3,10.0,N
0.25,3.0,19.43,8.0,0.0,2.0,2.0,41.0,106.17,7.0,N
0.23,9.0,38.68,22.0,1.0,6.0,5.0,100.0,417.61,12.0,N
0.14,41.0,85.6,150.0,0.15,40.0,21.0,430.0,5273.87,79.0,Y
0.24,21.0,44.23,43.0,0.7,16.0,11.0,203.0,1891.23,33.0,N
0.18,7.0,26.56,21.0,0.0,6.0,4.0,103.0,645.17,14.0,N
0.13,3.0,25.68,16.0,0.0,2.0,2.0,70.0,222.88,5.0,N
0.12,3.0,38.94,16.0,0.0,2.0,2.0,107.0,468.8,9.0,N
0.18,3.0,30.11,10.0,0.0,2.0,2.0,24.0,13.66,10.0,N
0.2,5.0,29.67,15.0,0.0,4.0,3.0,60.0,168.52,11.0,N
0.5,3.0,11.82,4.0,0.0,2.0,2.0,26.0,50.84,6.0,N
0.27,23.0,49.36,45.0,0.45,20.0,12.0,225.0,1987.9,47.0,N
0.4,7.0,8.55,10.0,0.0,6.0,4.0,48.0,260.2,14.0,N
0.18,41.0,129.41,101.0,0.65,24.0,21.0,440.0,3715.52,49.0,N
0.43,5.0,13.8,7.0,1.0,2.0,3.0,26.0,47.33,8.0,N
0.22,3.0,22.01,9.0,0.0,2.0,2.0,38.0,63.38,7.0,N
0.27,7.0,31.08,14.0,0.67,4.0,4.0,86.0,374.47,11.0,Y
0.33,7.0,18.68,12.0,0.67,6.0,4.0,51.0,170.91,18.0,N
0.17,16.0,50.49,63.0,0.4,4.0,11.0,267.0,3153.14,36.0,N
0.18,11.0,66.7,33.0,0.8,8.0,6.0,108.0,309.47,19.0,N
0.14,3.0,31.45,14.0,0.0,2.0,2.0,35.0,39.05,10.0,N
0.18,3.0,19.04,11.0,0.0,2.0,2.0,63.0,284.25,9.0,N
0.29,3.0,14.51,7.0,0.0,2.0,2.0,17.0,14.22,5.0,N
0.44,7.0,12.65,9.0,0.67,4.0,4.0,46.0,195.29,11.0,N
0.47,17.0,28.4,19.0,0.63,8.0,9.0,145.0,1211.17,25.0,N
0.67,7.0,7.22,6.0,1.0,6.0,4.0,26.0,71.27,11.0,N
0.4,7.0,6.98,10.0,0.0,4.0,4.0,37.0,189.43,9.0,N
0.2,5.0,29.67,15.0,0.0,4.0,3.0,60.0,168.52,11.0,N
0.18,5.0,32.4,17.0,0.0,4.0,3.0,63.0,170.14,9.0,N
0.15,11.0,49.03,39.0,0.4,8.0,6.0,133.0,687.86,20.0,N
0.14,7.0,44.89,36.0,0.0,2.0,5.0,115.0,493.64,13.0,N
0.28,9.0,11.47,18.0,0.0,8.0,5.0,72.0,499.46,19.0,N
0.33,7.0,15.35,12.0,0.0,6.0,4.0,66.0,364.29,13.0,N
0.5,11.0,12.67,12.0,1.0,8.0,6.0,57.0,336.13,17.0,N
0.28,9.0,26.25,14.0,0.5,8.0,5.0,72.0,269.28,17.0,N
0.17,9.0,65.97,24.0,0.0,8.0,5.0,136.0,485.87,17.0,N
0.22,3.0,17.4,9.0,0.0,2.0,2.0,48.0,127.88,7.0,N
0.5,3.0,9.51,4.0,0.0,2.0,2.0,9.0,4.75,6.0,N
0.17,36.0,87.72,141.0,0.35,20.0,24.0,657.0,13132.05,71.0,Y
0.15,3.0,28.35,13.0,0.0,2.0,2.0,69.0,215.61,9.0,N
0.19,9.0,32.61,27.0,0.0,8.0,5.0,142.0,903.7,18.0,N
0.12,17.0,58.14,120.0,0.0,2.0,15.0,532.0,11725.99,22.0,N
0.32,11.0,21.36,18.0,1.0,8.0,6.0,69.0,303.86,16.0,N
0.18,9.0,21.9,28.0,0.5,6.0,5.0,102.0,726.94,22.0,N
0.22,15.0,64.45,37.0,0.29,14.0,8.0,250.0,2102.67,29.0,N
0.25,3.0,17.2,8.0,0.0,2.0,2.0,27.0,42.48,7.0,N
0.1,11.0,164.89,61.0,0.0,10.0,6.0,182.0,432.99,31.0,N
0.24,11.0,53.64,23.0,0.6,8.0,6.0,175.0,1069.78,18.0,N
0.5,9.0,14.4,10.0,1.0,6.0,5.0,49.0,204.73,11.0,N
0.13,9.0,69.33,39.0,0.0,8.0,5.0,296.0,2429.67,20.0,N
0.18,12.0,54.76,46.0,0.0,2.0,9.0,191.0,1381.07,21.0,Y
0.36,7.0,28.49,11.0,0.0,6.0,4.0,83.0,274.89,14.0,N
0.14,5.0,45.57,22.0,0.0,4.0,3.0,74.0,166.89,13.0,N
0.33,3.0,16.5,6.0,0.0,2.0,2.0,11.0,3.67,7.0,N
0.18,3.0,19.04,11.0,0.0,2.0,2.0,63.0,284.25,9.0,N
0.45,9.0,16.86,11.0,0.5,8.0,5.0,63.0,274.99,14.0,N
0.4,3.0,10.75,5.0,0.0,2.0,2.0,15.0,14.94,6.0,N
0.22,19.0,79.08,46.0,0.22,18.0,10.0,335.0,3322.57,36.0,N
0.5,3.0,12.17,4.0,0.0,2.0,2.0,25.0,47.69,6.0,N
0.26,9.0,35.57,17.0,0.0,6.0,5.0,58.0,126.49,17.0,N
0.47,11.0,16.16,17.0,0.0,4.0,8.0,66.0,330.91,16.0,N
0.18,3.0,13.47,11.0,0.0,2.0,2.0,17.0,11.98,6.0,N
0.14,5.0,39.97,22.0,1.0,2.0,3.0,107.0,485.48,12.0,N
0.2,5.0,32.35,15.0,0.0,4.0,3.0,53.0,106.57,8.0,Y
0.39,13.0,40.19,16.0,0.0,10.0,7.0,124.0,585.32,17.0,N
0.11,13.0,96.31,49.0,0.0,12.0,7.0,304.0,2068.3,27.0,Y
0.25,3.0,13.4,8.0,0.0,2.0,2.0,18.0,20.51,7.0,N
0.3,5.0,25.87,10.0,0.0,4.0,3.0,53.0,116.4,10.0,N
0.21,11.0,70.03,26.0,1.0,6.0,6.0,134.0,439.5,14.0,N
0.33,3.0,15.9,6.0,0.0,2.0,2.0,25.0,36.5,7.0,N
0.31,7.0,27.6,12.0,0.0,6.0,4.0,60.0,171.04,14.0,N
0.36,15.0,15.12,22.0,1.0,14.0,8.0,83.0,546.04,23.0,N
0.3,5.0,27.77,9.0,0.0,4.0,3.0,52.0,130.24,8.0,N
0.25,5.0,18.35,12.0,0.0,4.0,3.0,36.0,70.8,9.0,N
0.38,5.0,24.59,8.0,0.0,4.0,3.0,57.0,176.75,13.0,N
0.48,49.0,31.64,52.0,1.0,16.0,25.0,249.0,2621.31,42.0,N
0.29,11.0,39.03,21.0,0.8,8.0,6.0,110.0,487.84,18.0,N
0.25,3.0,7.33,6.0,0.0,2.0,2.0,11.0,8.25,5.0,N
0.17,7.0,44.56,23.0,0.0,6.0,4.0,101.0,369.81,10.0,Y
0.5,13.0,29.59,14.0,0.0,10.0,7.0,82.0,347.74,19.0,N
0.14,11.0,35.84,40.0,0.0,10.0,6.0,242.0,2978.5,24.0,N
0.21,31.0,67.09,73.0,0.13,24.0,16.0,466.0,7425.6,51.0,N
0.43,5.0,6.38,7.0,0.0,4.0,3.0,23.0,63.04,9.0,N
0.37,21.0,25.12,28.0,0.5,20.0,11.0,158.0,1429.01,38.0,N
0.4,3.0,11.2,5.0,0.0,2.0,2.0,21.0,35.0,8.0,N
0.2,5.0,22.11,13.0,0.0,4.0,3.0,51.0,137.4,12.0,N
0.28,15.0,28.38,29.0,0.71,14.0,8.0,141.0,1145.81,26.0,N
0.16,23.0,73.28,83.0,0.0,16.0,13.0,703.0,16958.56,49.0,N
0.38,5.0,12.1,8.0,0.0,4.0,3.0,39.0,130.43,8.0,N
0.25,3.0,12.48,8.0,0.0,2.0,2.0,26.0,48.15,6.0,N
0.26,13.0,36.01,22.0,0.83,12.0,7.0,95.0,360.36,22.0,N
0.17,3.0,18.01,12.0,0.0,2.0,2.0,27.0,39.09,7.0,N
0.16,5.0,19.77,17.0,0.0,4.0,3.0,69.0,281.21,9.0,N
0.07,3.0,65.33,26.0,0.0,2.0,2.0,175.0,776.26,9.0,N
0.12,7.0,30.45,31.0,0.0,6.0,4.0,158.0,1420.7,20.0,N
0.22,3.0,28.57,9.0,0.0,2.0,2.0,30.0,28.0,5.0,N
0.5,7.0,14.4,8.0,0.67,6.0,4.0,36.0,80.0,12.0,N
0.18,11.0,43.84,33.0,0.4,10.0,6.0,257.0,2871.98,20.0,N
0.18,3.0,14.55,10.0,0.0,2.0,2.0,35.0,90.21,6.0,N
0.26,12.0,23.63,27.0,0.0,6.0,7.0,94.0,604.03,17.0,Y
0.17,3.0,19.12,11.0,0.0,2.0,2.0,31.0,38.24,6.0,N
0.13,3.0,25.27,15.0,0.0,2.0,2.0,62.0,182.23,8.0,N
0.29,7.0,32.54,12.0,0.0,6.0,4.0,69.0,213.83,11.0,Y
0.17,3.0,16.73,12.0,0.0,2.0,2.0,46.0,112.44,9.0,N
0.37,13.0,36.07,19.0,1.0,12.0,7.0,130.0,716.84,25.0,N
0.15,11.0,55.79,40.0,0.4,10.0,6.0,273.0,2999.82,26.0,N
0.2,19.0,81.98,49.0,0.22,18.0,10.0,326.0,2974.33,37.0,N
0.4,3.0,11.15,5.0,0.0,2.0,2.0,20.0,33.31,5.0,N
0.22,3.0,23.29,9.0,0.0,2.0,2.0,37.0,64.93,6.0,N
0.17,3.0,15.37,12.0,0.0,2.0,2.0,49.0,167.4,5.0,N
0.47,17.0,26.08,19.0,1.0,14.0,9.0,125.0,968.0,29.0,N
0.2,3.0,34.4,10.0,0.0,2.0,2.0,33.0,30.58,10.0,N
0.25,13.0,43.76,28.0,0.67,10.0,7.0,125.0,612.03,21.0,N
0.11,17.0,140.08,84.0,0.0,14.0,9.0,876.0,16746.63,40.0,Y
0.25,5.0,16.48,12.0,1.0,4.0,3.0,32.0,62.3,8.0,N
0.33,3.0,21.31,6.0,0.0,2.0,2.0,23.0,23.98,8.0,N
0.23,13.0,50.36,29.0,0.67,8.0,7.0,124.0,523.37,22.0,N
0.25,9.0,17.14,20.0,0.0,8.0,5.0,149.0,1830.86,19.0,N
0.29,11.0,39.03,21.0,0.8,8.0,6.0,110.0,487.84,18.0,N
0.26,16.0,29.35,41.0,0.45,6.0,12.0,178.0,1829.83,24.0,N
0.18,24.0,44.12,83.0,0.4,10.0,16.0,424.0,8388.52,36.0,N
0.3,25.0,53.96,43.0,0.92,14.0,13.0,254.0,2298.76,24.0,N
0.2,11.0,43.0,27.0,0.0,10.0,6.0,129.0,617.18,21.0,N
0.16,40.0,95.98,153.0,0.21,20.0,25.0,841.0,20441.11,68.0,Y
0.41,71.0,118.25,84.0,0.4,56.0,36.0,516.0,5883.07,116.0,N
0.14,3.0,41.58,14.0,0.0,2.0,2.0,129.0,584.96,7.0,N
0.43,11.0,16.12,14.0,0.6,10.0,6.0,74.0,462.89,17.0,N
0.33,15.0,10.04,24.0,0.86,10.0,8.0,95.0,1129.29,21.0,N
0.23,5.0,14.28,13.0,0.0,4.0,3.0,35.0,69.1,13.0,N
0.1,5.0,87.22,31.0,0.0,4.0,3.0,252.0,1467.05,21.0,N
0.54,69.0,70.75,65.0,0.53,62.0,35.0,526.0,9631.1,108.0,N
0.26,13.0,18.92,27.0,0.0,10.0,7.0,73.0,405.08,19.0,N
0.14,5.0,45.57,22.0,0.0,4.0,3.0,74.0,166.89,13.0,Y
0.54,13.0,14.99,13.0,0.5,8.0,7.0,91.0,753.47,26.0,N
0.4,7.0,18.06,10.0,0.67,4.0,4.0,45.0,140.82,14.0,N
0.2,14.0,45.07,37.0,0.29,8.0,8.0,134.0,759.53,27.0,N
0.15,19.0,43.51,76.0,0.0,12.0,12.0,281.0,3813.38,35.0,N
0.15,5.0,32.45,19.0,0.0,4.0,3.0,91.0,348.01,20.0,N
0.27,17.0,48.69,55.0,0.0,2.0,15.0,159.0,1046.22,22.0,N
0.22,36.0,63.2,122.0,0.27,16.0,27.0,388.0,6442.72,53.0,N
0.35,72.0,58.42,152.0,0.0,36.0,53.0,2134.0,237757.4,198.0,N
0.21,13.0,41.04,37.0,0.57,6.0,8.0,134.0,797.52,27.0,N
0.33,11.0,29.33,18.0,1.0,4.0,6.0,78.0,282.87,11.0,N
0.1,5.0,87.22,31.0,0.0,4.0,3.0,252.0,1467.05,21.0,N
0.24,15.0,56.82,34.0,0.0,14.0,8.0,115.0,398.97,34.0,N
0.17,3.0,30.96,12.0,0.0,2.0,2.0,41.0,63.41,7.0,N
0.17,10.0,49.14,32.0,0.0,6.0,6.0,107.0,371.56,16.0,N
0.08,5.0,74.49,39.0,0.0,4.0,3.0,334.0,3287.1,16.0,N
0.29,7.0,15.86,14.0,0.67,6.0,4.0,46.0,155.84,12.0,N
0.5,9.0,13.06,10.0,1.0,6.0,5.0,45.0,185.75,11.0,N
0.46,31.0,34.15,28.0,0.67,26.0,16.0,217.0,2778.07,55.0,N
0.43,5.0,13.51,7.0,0.0,4.0,3.0,41.0,133.4,11.0,N
0.17,46.0,95.85,143.0,0.64,28.0,26.0,604.0,10653.28,65.0,N
0.45,9.0,19.49,10.0,1.0,4.0,5.0,42.0,102.91,11.0,N
0.13,15.0,41.25,62.0,0.43,14.0,8.0,275.0,3721.5,30.0,N
0.27,41.0,104.65,73.0,0.5,38.0,21.0,441.0,4907.95,98.0,N
0.23,5.0,19.11,13.0,0.0,4.0,3.0,45.0,117.06,11.0,N
0.38,5.0,9.42,8.0,0.0,4.0,3.0,41.0,151.28,9.0,N
0.23,5.0,16.59,13.0,0.0,4.0,3.0,58.0,230.56,18.0,N
0.29,3.0,16.5,7.0,0.0,2.0,2.0,26.0,33.0,6.0,N
0.43,5.0,15.57,7.0,0.0,4.0,3.0,44.0,137.35,11.0,N
0.11,15.0,111.14,76.0,0.0,14.0,8.0,473.0,4338.85,45.0,N
0.19,7.0,53.82,21.0,0.0,6.0,4.0,94.0,251.22,22.0,N
0.08,7.0,66.5,41.0,0.0,6.0,4.0,224.0,1438.36,26.0,N
