@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0,7.35,0.02,17.0,58.81,2.0,6.0,11.0,3.0,8.0,4.0,2.0,N
0.0,1.0,1.0,0.0,0.0,0.5,3.0,0.0,2.0,7.81,0.02,19.0,70.31,4.0,8.0,11.0,4.0,9.0,4.0,2.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,Y
18.0,18.0,3.0,15.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,129.0,82.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,Y
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,Y
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
18.0,18.0,3.0,15.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,129.0,82.0,N
18.0,18.0,3.0,15.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,129.0,82.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,31.0,0.46,238.0,1375.96,31.0,99.0,139.0,29.0,26.0,128.0,81.0,Y
18.0,18.0,3.0,15.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,129.0,82.0,N
18.0,18.0,3.0,14.0,27.0,0.01,42.0,0.0,67.0,28.6,0.45,238.0,1363.25,31.0,99.0,139.0,27.0,26.0,128.0,81.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,9.0,3.0,13.0,4.0,0.16,25.0,0.0,19.0,29.26,0.19,109.0,583.97,22.0,51.0,58.0,23.0,18.0,46.0,32.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,9.0,3.0,13.0,4.0,0.16,25.0,0.0,19.0,29.26,0.19,109.0,583.97,22.0,51.0,58.0,23.0,18.0,46.0,32.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
8.0,11.0,2.0,14.0,4.0,0.18,27.0,0.0,20.0,26.76,0.2,110.0,589.33,23.0,51.0,59.0,22.0,19.0,48.0,34.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
2.0,1.0,0.0,0.0,3.0,0.14,5.0,0.0,7.0,20.08,0.04,29.0,110.41,6.0,11.0,18.0,7.0,7.0,14.0,7.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,2.0,0.0,1.0,9.83,0.01,7.0,19.65,3.0,3.0,4.0,3.0,4.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,10.44,0.01,11.0,36.54,2.0,3.0,8.0,3.0,7.0,4.0,2.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,4.0,0.0,0.25,5.0,0.0,4.0,8.76,0.03,23.0,87.57,5.0,8.0,15.0,4.0,10.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
2.0,3.0,0.0,1.0,0.0,0.25,5.0,0.0,7.0,7.32,0.02,18.0,59.79,5.0,7.0,11.0,3.0,7.0,12.0,8.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,Y
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,Y
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
7.0,1.0,4.0,5.0,6.0,0.05,9.0,0.0,14.0,46.18,0.13,80.0,392.55,10.0,34.0,46.0,20.0,10.0,34.0,19.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
3.0,5.0,0.0,5.0,0.0,0.27,12.0,0.0,6.0,13.67,0.05,40.0,156.28,11.0,20.0,20.0,7.0,8.0,16.0,11.0,N
