@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute Defective {Y,N}

@data
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,7.35,8.0,470.48,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,7.81,9.0,632.78,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,Y
18.0,18.0,3.0,15.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,Y
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,Y
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,15.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,15.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,1.0,1.0,31.0,44.38,61064.32,Y
18.0,18.0,3.0,15.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
18.0,18.0,3.0,14.0,27.0,16.0,1.0,0.01,8.0,1.0,1.0,42.0,1.0,0.0,67.0,0.0,0.0,0.0,28.6,47.67,64981.35,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,9.0,3.0,13.0,4.0,16.0,5.0,0.16,8.0,3.0,0.0,25.0,1.0,0.0,19.0,0.0,0.0,0.0,29.26,19.96,11654.07,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,9.0,3.0,13.0,4.0,16.0,5.0,0.16,8.0,3.0,0.0,25.0,1.0,0.0,19.0,0.0,0.0,0.0,29.26,19.96,11654.07,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
8.0,11.0,2.0,14.0,4.0,20.0,6.0,0.18,10.0,3.0,0.0,27.0,1.0,0.0,20.0,0.0,0.0,0.0,26.76,22.02,12978.67,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,20.08,5.5,607.27,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.83,2.0,39.3,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.44,3.5,127.89,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,4.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,8.76,10.0,875.69,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,7.32,8.17,488.32,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,Y
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,Y
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,0.0,0.0,46.18,8.5,3336.69,N
7.0,1.0,4.0,5.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,9.0,1.0,0.0,14.0,1.0,1.0,1.0,46.18,8.5,3336.69,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,3.0,1.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,3.0,1.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.67,11.43,1786.01,N
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,3.0,1.0,13.67,11.43,1786.01,N
