@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute Defective {Y,N}

@data
6.0,3.0,7.0,2.0,5.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,13.0,1.0,0.0,21.0,4.0,55.64,8.27,N
5.0,7.0,1.0,1.0,3.0,10.0,4.0,0.24,4.0,2.5,1.0,0.25,13.0,1.0,0.0,16.0,2.0,34.78,14.04,N
8.0,33.0,6.0,3.0,16.0,58.0,17.0,0.28,26.0,2.23,4.0,0.24,71.0,8.0,0.44,57.0,2.0,81.83,29.21,N
9.0,17.0,6.0,4.0,8.0,30.0,9.0,0.27,14.0,2.14,4.0,0.44,39.0,7.0,0.75,29.0,2.0,58.4,14.93,N
3.0,5.0,2.0,4.0,4.0,4.0,3.0,0.14,2.0,2.0,3.0,1.0,10.0,1.0,0.0,18.0,0.0,23.37,9.15,N
14.0,29.0,8.0,5.0,14.0,40.0,15.0,0.23,14.0,2.86,6.0,0.4,58.0,10.0,0.64,59.0,0.0,46.09,53.79,Y
8.0,7.0,2.0,1.0,4.0,12.0,4.0,0.12,6.0,2.0,3.0,0.75,29.0,1.0,0.0,33.0,1.0,85.6,21.6,Y
5.0,3.0,3.0,1.0,3.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,10.0,1.0,0.0,13.0,1.0,34.95,18.36,N
3.0,37.0,3.0,0.0,0.0,60.0,19.0,0.53,24.0,2.5,6.0,0.32,68.0,11.0,0.56,36.0,3.0,33.88,39.58,N
1.0,13.0,1.0,0.0,0.0,22.0,7.0,0.41,10.0,2.2,6.0,0.86,24.0,6.0,0.83,17.0,3.0,44.6,12.75,N
4.0,21.0,2.0,0.0,1.0,34.0,11.0,0.38,14.0,2.43,3.0,0.27,39.0,5.0,0.4,29.0,3.0,26.43,34.72,N
1.0,17.0,0.0,0.0,0.0,26.0,9.0,0.47,10.0,2.6,1.0,0.11,29.0,9.0,1.0,19.0,3.0,19.04,26.67,N
4.0,15.0,1.0,1.0,1.0,26.0,8.0,0.38,12.0,2.17,2.0,0.25,32.0,4.0,0.43,20.0,1.0,15.74,26.13,N
4.0,15.0,1.0,1.0,1.0,26.0,8.0,0.38,12.0,2.17,2.0,0.25,32.0,4.0,0.43,20.0,1.0,15.74,26.13,N
26.0,7.0,4.0,3.0,13.0,12.0,4.0,0.1,6.0,2.0,1.0,0.25,29.0,1.0,0.0,39.0,0.0,98.24,22.84,Y
32.0,29.0,1.0,6.0,10.0,56.0,15.0,0.43,26.0,2.15,4.0,0.27,64.0,1.0,0.0,29.0,0.0,63.05,32.2,N
17.0,11.0,1.0,4.0,7.0,16.0,6.0,0.27,6.0,2.67,3.0,0.5,18.0,6.0,1.0,18.0,1.0,36.66,13.45,Y
21.0,13.0,3.0,4.0,7.0,24.0,7.0,0.23,12.0,2.0,4.0,0.57,27.0,1.0,0.0,27.0,0.0,55.22,19.68,Y
9.0,3.0,3.0,0.0,3.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,12.0,1.0,0.0,20.0,1.0,52.01,14.66,Y
16.0,11.0,3.0,3.0,7.0,20.0,6.0,0.33,10.0,2.0,3.0,0.5,21.0,1.0,0.0,15.0,0.0,37.77,12.29,N
20.0,15.0,2.0,6.0,14.0,28.0,8.0,0.27,14.0,2.0,6.0,0.75,29.0,1.0,0.0,24.0,0.0,55.87,16.21,N
15.0,13.0,3.0,4.0,11.0,22.0,7.0,0.28,10.0,2.2,4.0,0.57,25.0,4.0,0.5,21.0,0.0,47.71,15.97,Y
16.0,7.0,1.0,0.0,9.0,12.0,4.0,0.31,6.0,2.0,1.0,0.25,16.0,1.0,0.0,13.0,0.0,24.0,22.5,N
5.0,3.0,0.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,11.42,6.67,N
5.0,5.0,0.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,1.0,0.33,9.0,1.0,0.0,7.0,1.0,7.53,10.0,N
16.0,13.0,2.0,4.0,11.0,22.0,7.0,0.29,10.0,2.2,4.0,0.57,24.0,4.0,0.5,20.0,0.0,47.71,15.97,Y
19.0,11.0,5.0,4.0,19.0,20.0,6.0,0.25,10.0,2.0,3.0,0.5,29.0,1.0,0.0,20.0,1.0,32.36,31.53,N
18.0,13.0,1.0,4.0,11.0,20.0,7.0,0.39,8.0,2.5,2.0,0.29,23.0,4.0,0.5,14.0,2.0,33.36,14.26,Y
22.0,23.0,1.0,4.0,19.0,40.0,12.0,0.44,18.0,2.22,6.0,0.5,42.0,4.0,0.27,23.0,1.0,50.37,18.03,Y
12.0,3.0,5.0,1.0,14.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,9.0,1.0,33.92,9.38,N
6.0,3.0,3.0,0.0,8.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,1.0,28.99,5.54,N
20.0,11.0,9.0,4.0,17.0,18.0,6.0,0.32,8.0,2.25,5.0,0.83,24.0,1.0,0.0,15.0,1.0,55.47,8.07,Y
11.0,5.0,1.0,2.0,8.0,10.0,3.0,0.25,4.0,2.5,2.0,0.67,10.0,1.0,0.0,10.0,1.0,18.53,11.67,N
4.0,3.0,3.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,2.0,23.63,6.0,N
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,1.0,0.25,16.0,1.0,0.0,10.0,3.0,8.55,23.4,N
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,8.0,1.0,0.0,15.0,0.0,25.27,11.39,N
1.0,3.0,0.0,1.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,19.12,6.0,N
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,8.0,1.0,0.0,11.0,1.0,22.15,6.4,N
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,1.0,38.09,6.5,N
1.0,13.0,2.0,0.0,0.0,24.0,7.0,0.33,12.0,2.0,3.0,0.43,28.0,6.0,0.83,21.0,0.0,20.0,16.25,N
7.0,5.0,1.0,3.0,0.0,8.0,3.0,0.15,4.0,2.0,1.0,0.33,11.0,1.0,0.0,17.0,2.0,27.46,13.36,N
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,7.0,2.0,8.22,9.0,N
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,11.6,10.0,N
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,7.0,1.0,0.0,13.0,2.0,26.51,7.13,N
4.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,1.0,14.8,8.56,N
6.0,9.0,2.0,0.0,0.0,14.0,5.0,0.18,6.0,2.33,4.0,0.8,19.0,3.0,0.5,28.0,2.0,21.3,21.76,N
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,1.0,0.33,10.0,1.0,0.0,7.0,1.0,11.62,9.75,N
39.0,8.0,5.0,4.0,32.0,4.0,6.0,0.14,2.0,2.0,6.0,1.0,23.0,1.0,0.0,38.0,2.0,44.55,25.33,Y
40.0,33.0,1.0,5.0,23.0,52.0,17.0,0.31,20.0,2.6,11.0,0.65,49.0,17.0,1.0,49.0,2.0,56.67,17.49,N
28.0,9.0,4.0,5.0,23.0,16.0,5.0,0.14,8.0,2.0,5.0,1.0,23.0,1.0,0.0,32.0,2.0,99.95,11.96,Y
17.0,3.0,2.0,3.0,24.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,7.0,1.0,0.0,16.0,2.0,24.8,12.19,Y
29.0,15.0,4.0,4.0,13.0,14.0,9.0,0.23,6.0,2.33,6.0,0.67,31.0,5.0,0.5,35.0,2.0,39.96,20.3,N
10.0,3.0,1.0,2.0,13.0,4.0,2.0,0.1,2.0,2.0,1.0,0.5,8.0,1.0,0.0,19.0,0.0,54.15,14.62,Y
15.0,5.0,3.0,3.0,21.0,8.0,3.0,0.17,4.0,2.0,2.0,0.67,13.0,1.0,0.0,15.0,3.0,38.86,14.28,N
18.0,7.0,1.0,4.0,27.0,10.0,4.0,0.17,4.0,2.5,2.0,0.5,12.0,3.0,0.67,19.0,2.0,42.56,14.44,N
22.0,9.0,5.0,8.0,18.0,8.0,5.0,0.14,4.0,2.0,5.0,1.0,22.0,1.0,0.0,28.0,3.0,36.37,18.27,N
15.0,9.0,3.0,5.0,37.0,16.0,5.0,0.21,8.0,2.0,4.0,0.8,19.0,4.0,0.75,19.0,3.0,33.28,15.94,Y
14.0,5.0,4.0,4.0,19.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,12.0,3.0,1.0,13.0,3.0,34.91,12.87,Y
60.0,3.0,8.0,8.0,34.0,4.0,2.0,0.06,2.0,2.0,2.0,1.0,14.0,1.0,0.0,23.0,0.0,74.64,13.81,Y
33.0,16.0,9.0,12.0,23.0,16.0,10.0,0.22,6.0,2.67,8.0,0.8,33.0,5.0,0.44,33.0,0.0,48.11,16.19,N
30.0,21.0,7.0,7.0,27.0,40.0,11.0,0.21,20.0,2.0,5.0,0.45,49.0,7.0,0.6,46.0,3.0,58.55,21.92,Y
3.0,7.0,2.0,4.0,3.0,12.0,4.0,0.16,6.0,2.0,3.0,0.75,13.0,1.0,0.0,21.0,1.0,38.31,13.54,Y
13.0,7.0,4.0,1.0,13.0,12.0,4.0,0.27,6.0,2.0,4.0,1.0,14.0,1.0,0.0,14.0,2.0,29.18,7.86,Y
11.0,23.0,2.0,1.0,20.0,38.0,12.0,0.18,16.0,2.38,3.0,0.25,41.0,11.0,0.91,64.0,2.0,80.39,13.95,Y
15.0,45.0,8.0,8.0,46.0,56.0,23.0,0.37,12.0,4.67,7.0,0.3,64.0,19.0,0.82,55.0,2.0,65.12,36.85,Y
13.0,5.0,1.0,6.0,42.0,8.0,3.0,0.23,4.0,2.0,2.0,0.67,10.0,1.0,0.0,7.0,2.0,23.64,9.31,Y
4.0,5.0,4.0,0.0,0.0,6.0,3.0,0.25,2.0,3.0,2.0,0.67,11.0,3.0,1.0,12.0,3.0,27.43,7.86,N
3.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,2.0,13.83,11.25,N
3.0,5.0,1.0,2.0,0.0,4.0,3.0,0.17,2.0,2.0,2.0,0.67,9.0,3.0,1.0,16.0,1.0,26.3,10.45,N
7.0,31.0,4.0,7.0,12.0,56.0,16.0,0.46,26.0,2.15,6.0,0.38,68.0,11.0,0.67,28.0,0.0,33.74,35.21,N
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,9.0,1.0,0.0,8.0,1.0,12.1,13.93,N
15.0,15.0,5.0,0.0,50.0,24.0,8.0,0.04,10.0,2.4,1.0,0.13,57.0,1.0,0.0,190.0,4.0,175.59,53.22,N
14.0,9.0,1.0,3.0,10.0,14.0,5.0,0.33,6.0,2.33,2.0,0.4,17.0,3.0,0.5,12.0,0.0,22.72,18.75,N
6.0,3.0,2.0,2.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,1.0,22.46,9.0,N
6.0,3.0,2.0,2.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,1.0,22.46,9.0,N
7.0,3.0,1.0,1.0,6.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,5.0,1.0,20.84,3.94,N
36.0,25.0,8.0,12.0,24.0,44.0,13.0,0.23,20.0,2.2,8.0,0.62,50.0,6.0,0.42,44.0,3.0,75.71,19.73,Y
17.0,9.0,6.0,5.0,10.0,16.0,5.0,0.22,8.0,2.0,4.0,0.8,20.0,1.0,0.0,18.0,2.0,37.97,14.77,N
1.0,19.0,0.0,17.0,0.0,34.0,10.0,0.21,16.0,2.13,1.0,0.1,40.0,8.0,0.78,31.0,3.0,31.42,46.06,N
1.0,5.0,0.0,1.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,10.0,1.0,0.0,10.0,2.0,13.96,11.67,N
1.0,15.0,3.0,0.0,0.0,28.0,8.0,0.28,14.0,2.0,6.0,0.75,32.0,6.0,0.71,29.0,2.0,25.81,30.07,N
2.0,13.0,3.0,0.0,0.0,20.0,7.0,0.54,8.0,2.5,7.0,1.0,29.0,4.0,0.5,13.0,2.0,14.04,29.36,N
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.08,2.0,2.0,2.0,1.0,13.0,1.0,0.0,24.0,3.0,30.78,18.0,N
3.0,17.0,6.0,0.0,0.0,24.0,10.0,0.23,12.0,2.0,10.0,1.0,44.0,1.0,0.0,43.0,4.0,38.43,28.04,N
2.0,9.0,5.0,0.0,0.0,12.0,5.0,0.25,4.0,3.0,5.0,1.0,18.0,4.0,0.75,20.0,2.0,23.94,16.5,N
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,3.0,1.0,12.0,1.0,0.0,10.0,2.0,14.62,9.17,N
5.0,33.0,4.0,0.0,0.0,62.0,17.0,0.52,30.0,2.07,10.0,0.59,77.0,10.0,0.56,33.0,2.0,90.42,13.0,N
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,3.0,1.0,11.0,1.0,0.0,9.0,2.0,24.0,4.67,N
4.0,53.0,6.0,0.0,0.0,100.0,27.0,0.44,48.0,2.08,23.0,0.85,124.0,19.0,0.69,62.0,2.0,88.96,33.0,N
1.0,41.0,6.0,0.0,0.0,80.0,21.0,0.38,40.0,2.0,20.0,0.95,109.0,1.0,0.0,55.0,2.0,95.28,25.67,N
3.0,19.0,7.0,0.0,0.0,36.0,10.0,0.33,18.0,2.0,10.0,1.0,47.0,5.0,0.44,30.0,2.0,43.84,22.75,N
12.0,55.0,12.0,2.0,0.0,68.0,34.0,0.38,34.0,2.0,15.0,0.44,121.0,17.0,0.48,87.0,2.0,69.02,44.68,N
3.0,37.0,4.0,0.0,2.0,54.0,20.0,0.41,22.0,2.45,7.0,0.35,72.0,12.0,0.58,49.0,2.0,25.89,66.86,N
4.0,21.0,2.0,0.0,0.0,40.0,11.0,0.52,20.0,2.0,6.0,0.55,43.0,1.0,0.0,21.0,2.0,24.3,27.0,N
5.0,67.0,16.0,1.0,1.0,130.0,34.0,0.37,64.0,2.02,30.0,0.88,153.0,17.0,0.48,90.0,2.0,179.17,21.38,N
1.0,25.0,4.0,0.0,0.0,38.0,14.0,0.31,18.0,2.11,8.0,0.57,55.0,6.0,0.38,45.0,2.0,57.83,26.49,N
9.0,59.0,13.0,0.0,1.0,82.0,34.0,0.39,40.0,2.05,22.0,0.65,133.0,15.0,0.42,88.0,2.0,71.79,42.0,N
3.0,19.0,12.0,0.0,0.0,34.0,10.0,0.22,16.0,2.13,8.0,0.8,62.0,3.0,0.22,45.0,2.0,48.13,38.75,N
6.0,45.0,11.0,2.0,0.0,86.0,23.0,0.32,42.0,2.05,19.0,0.83,108.0,19.0,0.82,69.0,2.0,63.43,34.98,N
3.0,11.0,3.0,0.0,0.0,12.0,7.0,0.3,6.0,2.0,4.0,0.57,25.0,4.0,0.5,23.0,2.0,29.43,18.57,N
10.0,49.0,12.0,2.0,1.0,96.0,25.0,0.17,48.0,2.0,22.0,0.88,135.0,19.0,0.75,142.0,2.0,135.53,37.53,N
3.0,7.0,0.0,1.0,3.0,12.0,4.0,0.27,6.0,2.0,1.0,0.25,16.0,1.0,0.0,14.0,1.0,28.72,9.38,N
7.0,5.0,3.0,4.0,6.0,8.0,3.0,0.13,4.0,2.0,2.0,0.67,13.0,1.0,0.0,19.0,1.0,48.79,19.21,N
5.0,33.0,2.0,6.0,6.0,58.0,17.0,0.27,26.0,2.23,7.0,0.41,69.0,9.0,0.5,57.0,1.0,95.6,21.1,Y
3.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,10.0,1.0,0.0,10.0,3.0,9.15,16.25,N
14.0,11.0,1.0,2.0,16.0,20.0,6.0,0.14,10.0,2.0,3.0,0.5,28.0,1.0,0.0,40.0,0.0,41.91,27.61,N
53.0,21.0,5.0,12.0,22.0,38.0,11.0,0.13,18.0,2.11,8.0,0.73,52.0,4.0,0.3,73.0,0.0,132.29,22.53,Y
14.0,11.0,4.0,3.0,19.0,20.0,6.0,0.19,10.0,2.0,4.0,0.67,25.0,5.0,0.8,28.0,0.0,25.75,23.98,N
19.0,11.0,4.0,4.0,21.0,20.0,6.0,0.19,10.0,2.0,4.0,0.67,25.0,5.0,0.8,27.0,0.0,25.75,23.98,N
24.0,37.0,5.0,18.0,38.0,62.0,19.0,0.16,26.0,2.38,10.0,0.53,70.0,9.0,0.44,103.0,4.0,182.27,15.56,N
19.0,11.0,4.0,5.0,19.0,20.0,6.0,0.19,10.0,2.0,4.0,0.67,25.0,5.0,0.8,26.0,0.0,27.15,22.89,N
5.0,7.0,0.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,1.0,0.25,11.0,1.0,0.0,10.0,2.0,6.98,22.1,N
23.0,11.0,5.0,1.0,7.0,8.0,8.0,0.17,4.0,2.0,5.0,0.63,24.0,1.0,0.0,45.0,1.0,42.42,24.2,Y
6.0,37.0,2.0,5.0,4.0,60.0,19.0,0.23,24.0,2.5,2.0,0.11,63.0,18.0,0.94,77.0,1.0,60.94,26.48,N
31.0,39.0,2.0,3.0,26.0,62.0,20.0,0.32,24.0,2.58,4.0,0.2,67.0,13.0,0.63,60.0,0.0,69.45,23.14,N
41.0,31.0,3.0,3.0,22.0,54.0,16.0,0.21,24.0,2.25,6.0,0.38,65.0,3.0,0.13,73.0,0.0,90.21,25.16,N
45.0,69.0,2.0,4.0,38.0,118.0,35.0,0.29,50.0,2.36,4.0,0.11,123.0,3.0,0.06,117.0,0.0,126.88,26.71,Y
6.0,7.0,3.0,3.0,5.0,12.0,4.0,0.5,6.0,2.0,4.0,1.0,13.0,1.0,0.0,5.0,0.0,23.69,4.5,N
50.0,64.0,2.0,15.0,13.0,92.0,35.0,0.19,36.0,2.56,17.0,0.49,120.0,22.0,0.62,166.0,2.0,144.78,33.72,N
48.0,5.0,8.0,2.0,26.0,6.0,3.0,0.06,2.0,3.0,2.0,0.67,16.0,3.0,1.0,51.0,0.0,173.7,9.4,Y
23.0,18.0,8.0,6.0,11.0,22.0,10.0,0.22,8.0,2.75,7.0,0.7,36.0,7.0,0.67,40.0,0.0,49.69,15.32,N
8.0,5.0,0.0,1.0,8.0,8.0,3.0,0.43,2.0,4.0,1.0,0.33,7.0,1.0,0.0,6.0,0.0,17.75,9.9,N
9.0,3.0,0.0,1.0,7.0,6.0,2.0,0.33,2.0,3.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,16.12,7.5,N
